PROD_DATE,WELL_NAME,ON_STREAM_HRS,BOTTOMHOLE_FLOWING_PRESSURE (PSI),DOWNHOLE_TEMPERATURE (deg F),ANNULUS_PRESS (PSI),CHOKE_SIZE (%),WELL_HEAD_PRESSURE (PSI),WELL_HEAD_TEMPERATURE (deg F),CUMULATIVE_OIL_PROD (STB),CUMULATIVE_FORMATION_GAS_PROD (MSCF),CUMULATIVE_TOTAL_GAS_PROD (MSCF),CUMULATIVE_WATER_PROD (BBL)
26-Aug-14,Well_#17,24,"2,254",156.479,"1,040.87",35.23351,130.367,81.259,"26,481","24,825","35,858","21,956"
27-Aug-14,Well_#17,24,"2,253",157.625,"1,046.55",35.46763,129.239,82.12,"27,248","25,534","36,883","22,672"
28-Aug-14,Well_#17,24,"2,248",156.417,"1,040.50",35.57401,128.769,81.412,"28,012","26,234","37,893","23,392"
29-Aug-14,Well_#17,24,"2,238",156.743,"1,033.49",35.65656,127.96,80.662,"28,786","26,940","38,913","24,124"
30-Aug-14,Well_#17,24,"2,257",154.872,"1,027.26",35.71326,126.324,80.654,"29,572","27,650","39,940","24,841"
31-Aug-14,Well_#17,24,"2,268",158.114,"1,039.91",35.52315,125.064,82.989,"30,361","28,363","40,968","25,553"
01-Sep-14,Well_#17,24,"2,260",157.784,"1,012.67",34.87172,126.77,81.821,"31,142","29,072","41,993","26,257"
02-Sep-14,Well_#17,24,"2,264",156.436,999.399,34.88242,125.824,81.493,"31,946","29,799","43,044","27,020"
03-Sep-14,Well_#17,24,"2,224",158.183,994.883,34.87572,124.497,82.124,"32,760","30,534","44,105","27,736"
04-Sep-14,Well_#17,8.13,"2,252",157.927,987.075,11.63463,129.924,78.536,"32,860","30,629","44,241","27,829"
05-Sep-14,Well_#17,9,"2,228",153.711,766.397,13.30564,128.422,76.351,"32,909","30,674","44,308","27,875"
06-Sep-14,Well_#17,24,"2,246",156.212,913.183,35.3463,129.448,80.059,"33,723","31,417","45,380","28,607"
07-Sep-14,Well_#17,24,"2,242",154.706,977.293,35.00244,128.9,82.539,"34,545","32,151","46,440","29,320"
08-Sep-14,Well_#17,24,"2,253",158.41,973.446,34.93759,127.779,80.596,"35,329","32,803","47,382","30,027"
09-Sep-14,Well_#17,24,"2,223",154.215,987.96,33.42341,125.54,82.709,"36,071","33,465","48,338","30,691"
10-Sep-14,Well_#17,24,"2,234",158.215,984.551,34.18371,124.709,82.348,"36,848","34,162","49,344","31,403"
11-Sep-14,Well_#17,24,"2,250",154.821,985.832,35.00606,123.417,82.099,"37,640","34,859","50,353","32,109"
12-Sep-14,Well_#17,24,"2,219",154.438,981.882,35.06375,122.361,82.132,"38,402","35,553","51,354","32,809"
13-Sep-14,Well_#17,24,"2,217",154.237,985.405,35.21113,121.314,82.399,"39,184","36,260","52,375","33,510"
14-Sep-14,Well_#17,24,"2,248",159.201,999.118,35.24768,120.742,82.859,"39,962","36,953","53,376","34,208"
15-Sep-14,Well_#17,24,"2,228",157.127,996.789,35.34144,120.791,82.484,"40,740","37,656","54,391","34,906"
16-Sep-14,Well_#17,24,"2,241",158.377,989.95,35.31801,120.596,82.345,"41,516","38,358","55,406","35,599"
17-Sep-14,Well_#17,24,"2,247",155.013,990.224,35.34629,120.466,81.963,"42,294","39,060","56,420","36,301"
18-Sep-14,Well_#17,24,"2,237",153.853,985.395,35.14337,120.338,82.401,"43,065","39,755","57,425","36,951"
19-Sep-14,Well_#17,24,"2,231",156.303,984.628,35.12442,119.907,82.055,"43,841","40,454","58,433","37,602"
20-Sep-14,Well_#17,24,"2,213",156.292,979.118,35.09952,119.689,80.158,"44,616","41,151","59,441","38,251"
21-Sep-14,Well_#17,24,"2,222",153.901,977.967,35.10816,119.045,80.537,"45,384","41,849","60,448","38,903"
22-Sep-14,Well_#17,24,"2,203",159.837,973.032,35.12518,118.514,80.827,"46,157","42,545","61,454","39,552"
23-Sep-14,Well_#17,24,"2,210",158.529,970.033,35.15483,118.279,79.567,"46,933","43,250","62,473","40,201"
24-Sep-14,Well_#17,24,"2,230",159.19,972.512,35.16748,117.792,81.392,"47,710","43,974","63,517","40,860"
25-Sep-14,Well_#17,24,"2,205",154.645,974.819,35.3171,118.396,80.483,"48,494","44,704","64,572","41,544"
26-Sep-14,Well_#17,24,"2,240",155.385,982.502,34.55391,118.47,82.615,"49,280","45,426","65,616","42,238"
27-Sep-14,Well_#17,24,"2,227",154.665,982.57,35.30399,119.114,82.831,"50,074","46,158","66,673","42,948"
28-Sep-14,Well_#17,24,"2,206",157.94,989.457,34.60419,119.734,83.198,"50,879","46,901","67,746","43,665"
29-Sep-14,Well_#17,24,"2,213",155.765,985.355,34.58859,120.545,83.144,"51,677","47,639","68,812","44,395"
30-Sep-14,Well_#17,24,"2,227",154.35,987.438,34.54583,121.93,83.149,"52,484","48,363","69,857","45,132"
01-Oct-14,Well_#17,24,"2,234",157.381,990.103,35.28526,122.39,83.382,"53,295","49,093","70,912","45,869"
02-Oct-14,Well_#17,24,"2,194",154.97,983.698,35.28167,122.468,83.35,"54,113","49,841","71,992","46,569"
03-Oct-14,Well_#17,24,"2,195",154.356,980.427,35.27701,122.284,83.459,"54,934","50,586","73,069","47,285"
04-Oct-14,Well_#17,24,"2,199",159.068,975.749,35.25572,121.965,83.334,"55,625","51,206","73,965","47,953"
05-Oct-14,Well_#17,24,"2,196",155.926,977.052,35.26414,121.969,82.994,"56,314","51,825","74,859","48,620"
06-Oct-14,Well_#17,24,"2,216",157.503,971.879,35.25118,121.285,82.725,"56,998","52,440","75,746","49,295"
07-Oct-14,Well_#17,24,"2,191",159.337,970.784,35.29905,120.488,82.9,"57,683","53,054","76,634","49,959"
08-Oct-14,Well_#17,24,"2,187",156.466,970.337,35.30202,120.831,82.473,"58,373","53,672","77,526","50,626"
09-Oct-14,Well_#17,24,"2,201",154.498,967.262,35.09835,121.637,81.804,"59,057","54,283","78,409","51,283"
10-Oct-14,Well_#17,24,"2,215",159.049,969.977,35.10262,121.124,82.09,"59,744","54,895","79,292","52,105"
11-Oct-14,Well_#17,24,"2,198",159.474,967.277,35.13215,120.136,82.587,"60,436","55,510","80,181","52,917"
12-Oct-14,Well_#17,24,"2,214",156.447,963.977,35.14189,119.628,82.751,"61,128","56,123","81,067","53,729"
13-Oct-14,Well_#17,24,"2,210",158.834,965.109,35.13607,119.201,82.753,"61,816","56,732","81,946","54,538"
14-Oct-14,Well_#17,24,"2,220",158.337,961.986,35.11678,119.328,80.948,"62,497","57,341","82,825","55,344"
15-Oct-14,Well_#17,24,"2,185",156.19,959.164,35.12978,119.04,80.339,"63,166","57,944","83,697","56,156"
16-Oct-14,Well_#17,24,"2,196",155.409,959.185,35.12521,118.545,80.738,"63,835","58,552","84,575","56,966"
17-Oct-14,Well_#17,24,"2,179",154.712,958.167,35.08145,118.41,80.497,"64,492","59,148","85,436","57,775"
18-Oct-14,Well_#17,24,"2,177",159.659,955.313,35.08396,117.275,82.063,"65,153","59,743","86,295","58,581"
19-Oct-14,Well_#17,24,"2,205",156.672,959.85,35.09396,117.067,82.12,"65,806","60,348","87,169","59,386"
20-Oct-14,Well_#17,24,"2,178",156.939,956.686,35.12829,116.829,81.32,"66,464","60,942","88,027","60,195"
21-Oct-14,Well_#17,24,"2,212",157.953,960.24,35.21607,116.39,82.11,"67,124","61,540","88,891","61,003"
22-Oct-14,Well_#17,24,"2,177",155.465,953.74,35.24302,116.59,79.953,"67,787","62,139","89,756","61,809"
23-Oct-14,Well_#17,24,"2,202",157.811,952.546,35.26651,116.614,79.469,"68,450","62,738","90,621","62,614"
24-Oct-14,Well_#17,24,"2,198",158.078,949.323,35.18825,115.971,82.124,"69,107","63,330","91,476","63,412"
25-Oct-14,Well_#17,24,"2,190",159.924,951.193,35.18516,115.458,82.422,"69,784","63,939","92,356","64,200"
26-Oct-14,Well_#17,24,"2,210",155.153,953.411,35.17794,115.42,81.96,"70,461","64,547","93,235","64,985"
27-Oct-14,Well_#17,24,"2,207",159.924,950.74,35.18448,114.962,81.875,"71,144","65,159","94,119","65,768"
28-Oct-14,Well_#17,24,"2,197",155.811,950.1,35.18698,114.781,82.123,"71,827","65,772","95,005","66,551"
29-Oct-14,Well_#17,24,"2,198",154.926,949.301,35.19035,114.837,81.614,"72,506","66,387","95,892","67,333"
30-Oct-14,Well_#17,24,"2,173",156.507,952.506,35.26308,114.467,81.622,"73,192","67,002","96,781","68,114"
31-Oct-14,Well_#17,24,"2,195",157.25,956.159,35.28388,113.819,82.945,"73,878","67,617","97,669","68,894"
01-Nov-14,Well_#17,24,"2,195",159.223,951.374,35.27889,114.414,81.355,"74,556","68,233","98,558","69,684"
02-Nov-14,Well_#17,24,"2,166",159.517,948.476,35.24936,113.9,81.904,"75,227","68,840","99,436","70,549"
03-Nov-14,Well_#17,24,"2,197",158.269,949.539,35.25155,113.488,82.583,"75,863","69,439","100,301","71,335"
04-Nov-14,Well_#17,24,"2,180",155.723,945.728,35.27443,114.167,81.774,"76,546","70,062","101,200","72,221"
05-Nov-14,Well_#17,24,"2,175",155.448,946.924,35.28594,113.715,82.815,"77,191","70,651","102,051","73,046"
06-Nov-14,Well_#17,24,"2,178",156.04,946.685,35.29511,113.62,82.976,"77,858","71,259","102,930","73,862"
07-Nov-14,Well_#17,24,"2,160",156.293,946.099,34.52245,113.931,82.169,"78,515","71,856","103,792","74,679"
08-Nov-14,Well_#17,24,"2,178",153.793,944.059,34.52679,113.571,82.111,"79,186","72,470","104,679","75,585"
09-Nov-14,Well_#17,24,"2,181",157.172,943.289,35.19461,114.519,81.084,"79,863","73,088","105,572","76,435"
10-Nov-14,Well_#17,24,"2,166",156.135,944.63,35.10432,114.07,82.677,"80,534","73,703","106,460","77,315"
11-Nov-14,Well_#17,24,"2,166",154.597,943.484,34.35874,114.016,82.221,"81,207","74,321","107,353","78,118"
12-Nov-14,Well_#17,24,"2,159",157.334,943.053,37.9788,106.557,81.955,"81,923","74,983","108,309","79,036"
13-Nov-14,Well_#17,24,"2,167",159.031,955.117,41.18351,96.891,82.403,"82,683","75,688","109,328","80,010"
14-Nov-14,Well_#17,24,"2,189",157.988,961.443,41.17428,95.443,84.836,"83,439","76,385","110,334","80,969"
15-Nov-14,Well_#17,24,"2,174",158.47,968.821,42.16542,93.395,85.005,"84,209","77,092","111,355","81,913"
16-Nov-14,Well_#17,24,"2,162",156.066,967.296,44.20573,89.295,84.408,"85,008","77,814","112,398","82,854"
17-Nov-14,Well_#17,24,"2,166",157.19,963.014,44.17502,89.481,82.49,"85,805","78,535","113,439","83,794"
18-Nov-14,Well_#17,13.32,"2,181",154.538,864.988,23.98259,103.452,80.188,"86,104","78,812","113,840","84,210"
19-Nov-14,Well_#17,24,"2,162",157.894,956.875,42.24622,93.003,85.43,"86,881","79,514","114,853","85,135"
20-Nov-14,Well_#17,24,"2,184",159.394,972.524,46.12904,85.863,86.441,"87,707","80,259","115,930","86,096"
21-Nov-14,Well_#17,24,"2,144",155.971,977.223,67.51571,78.141,86.859,"88,594","81,058","117,084","87,198"
22-Nov-14,Well_#17,24,"2,172",154.969,982.848,100,74.499,86.897,"89,492","81,869","118,256","88,422"
23-Nov-14,Well_#17,24,"2,177",157.206,981.92,100,74.205,86.582,"90,393","82,686","119,435","89,550"
24-Nov-14,Well_#17,24,"2,147",158.93,770.641,100,73.57,87.652,"91,285","83,484","120,588","90,669"
25-Nov-14,Well_#17,24,"2,154",158.571,744.829,100,73.65,87.437,"92,163","84,276","121,733","91,845"
26-Nov-14,Well_#17,24,"2,178",154.041,746.372,100,73.761,87.276,"93,044","85,069","122,878","92,991"
27-Nov-14,Well_#17,24,"2,178",157.553,749.694,100,73.912,87.345,"93,919","85,855","124,013","94,154"
28-Nov-14,Well_#17,24,"2,157",153.725,741.946,100,74.017,86.591,"94,790","86,647","125,156","95,323"
29-Nov-14,Well_#17,24,"2,157",156.717,734.934,100,74.581,86.852,"95,663","87,434","126,294","96,470"
30-Nov-14,Well_#17,24,"2,171",155.864,735.729,100,74.956,87.089,"96,523","88,227","127,439","97,587"
01-Dec-14,Well_#17,24,"2,147",159.299,742.259,100,73.829,87.49,"97,409","89,041","128,615","98,739"
02-Dec-14,Well_#17,24,"2,172",159.61,738.241,100,74.394,86.659,"98,290","89,855","129,791","99,916"
03-Dec-14,Well_#17,24,"2,133",157.7,738.413,100,74.022,87.264,"99,190","90,682","130,985","101,109"
04-Dec-14,Well_#17,24,"2,140",158.366,737.439,100,74.007,87.416,"100,081","91,500","132,167","102,317"
05-Dec-14,Well_#17,24,"2,139",155.133,742.33,100,74.037,87.818,"100,977","92,319","133,349","103,538"
06-Dec-14,Well_#17,24,"2,147",155.071,752.659,100,73.996,88.299,"101,872","93,136","134,530","104,785"
07-Dec-14,Well_#17,24,"2,142",159.029,746.196,100,74.675,87.503,"102,749","93,933","135,682","106,027"
08-Dec-14,Well_#17,24,"2,136",156.678,753.417,100,74.61,88.292,"103,640","94,741","136,848","107,287"
09-Dec-14,Well_#17,24,"2,167",159.57,753.207,100,74.702,87.936,"104,584","95,597","138,085","108,579"
10-Dec-14,Well_#17,24,"2,151",157.258,756.465,100,75.087,88.307,"105,527","96,439","139,301","109,818"
11-Dec-14,Well_#17,24,"2,163",157.151,754.656,100,74.655,88.177,"106,482","97,284","140,521","111,021"
12-Dec-14,Well_#17,24,"2,162",153.967,749.464,100,75.213,87.516,"107,365","98,095","141,693","112,302"
13-Dec-14,Well_#17,24,"2,150",158.142,747.447,100,75.002,87.289,"108,331","98,980","142,972","113,565"
14-Dec-14,Well_#17,24,"2,132",155.587,749.104,100,74.328,88.127,"109,295","99,862","144,244","114,828"
15-Dec-14,Well_#17,24,"2,153",156.498,747.834,100,74.518,87.468,"110,246","100,728","145,497","116,073"
16-Dec-14,Well_#17,24,"2,146",158.259,748.55,100,74.525,87.461,"111,192","101,593","146,746","117,280"
17-Dec-14,Well_#17,24,"2,136",156.372,745.201,100,73.842,88.138,"112,131","102,451","147,985","118,487"
18-Dec-14,Well_#17,24,"2,127",159.79,743.452,100,74.425,87.296,"113,067","103,302","149,214","119,726"
19-Dec-14,Well_#17,24,"2,141",159.658,736.995,100,73.942,87.502,"113,993","104,149","150,437","120,881"
20-Dec-14,Well_#17,24,"2,121",159.357,732.565,100,73.959,87.096,"114,914","104,988","151,650","121,994"
21-Dec-14,Well_#17,24,"2,103",155.582,743.037,97.91667,73.772,87.641,"115,830","105,821","152,853","123,125"
22-Dec-14,Well_#17,24,"2,118",153.813,740.212,97.91667,74.318,87.048,"116,731","106,651","154,052","124,241"
23-Dec-14,Well_#17,24,"2,103",159.228,740.489,100,74.136,87.202,"117,629","107,471","155,235","125,337"
24-Dec-14,Well_#17,24,"2,134",156.825,748.801,100,73.669,87.922,"118,456","108,227","156,329","126,472"
25-Dec-14,Well_#17,24,"2,126",155.906,743.716,100,73.652,87.977,"119,271","108,973","157,406","127,594"
26-Dec-14,Well_#17,24,"2,111",155.23,742.148,100,73.408,87.838,"120,077","109,712","158,473","128,694"
27-Dec-14,Well_#17,24,"2,113",157.5,746.273,100,73.332,87.903,"120,874","110,443","159,529","129,790"
28-Dec-14,Well_#17,24,"2,097",159.905,736.691,100,73.878,86.103,"121,666","111,171","160,580","130,885"
29-Dec-14,Well_#17,24,"2,103",154.089,731.685,100,74.223,84.28,"122,459","111,906","161,642","132,054"
30-Dec-14,Well_#17,24,"2,111",157.253,739.106,100,73.624,86.513,"123,242","112,635","162,695","133,236"
31-Dec-14,Well_#17,24,"2,109",155.06,742.317,100,73.215,88.513,"124,019","113,357","163,738","134,409"
01-Jan-15,Well_#17,24,"2,103",157.772,733.499,100,73.917,85.946,"124,805","114,089","164,795","135,589"
02-Jan-15,Well_#17,24,"2,116",157.94,738.052,100,73.307,87.99,"125,599","114,839","165,878","136,770"
03-Jan-15,Well_#17,24,"2,111",156.219,732.985,100,74.015,86.452,"126,395","115,585","166,956","137,949"
04-Jan-15,Well_#17,24,"2,114",153.941,731.797,100,73.507,87.137,"127,184","116,323","168,022","139,134"
05-Jan-15,Well_#17,24,"2,075",154.426,732.839,100,73.215,87.872,"127,966","117,054","169,078","140,314"
06-Jan-15,Well_#17,24,"2,071",155.84,731.224,100,73.249,87.622,"128,740","117,776","170,120","141,490"
07-Jan-15,Well_#17,24,"2,073",153.984,735.096,100,73.14,87.753,"129,509","118,493","171,156","142,667"
08-Jan-15,Well_#17,24,"2,104",153.696,728.026,100,73.002,88.81,"130,266","119,203","172,182","143,831"
09-Jan-15,Well_#17,24,"2,095",158.656,719.065,100,73.062,88.781,"131,039","119,926","173,226","145,155"
10-Jan-15,Well_#17,24,"2,080",157.546,715.207,100,73.259,88.587,"131,798","120,633","174,247","146,328"
11-Jan-15,Well_#17,24,"2,088",157.36,718.599,100,73.297,88.91,"132,544","121,326","175,248","147,501"
12-Jan-15,Well_#17,24,"2,071",156.288,715.416,100,73.783,87.96,"133,287","122,015","176,244","148,673"
13-Jan-15,Well_#17,24,"2,075",155.407,718.127,100,73.211,88.552,"134,032","122,703","177,237","149,846"
14-Jan-15,Well_#17,24,"2,072",154.73,710.515,100,73.71,87.356,"134,770","123,391","178,231","151,019"
15-Jan-15,Well_#17,24,"2,086",154.348,710.132,100,73.537,88.385,"135,512","124,084","179,233","152,192"
16-Jan-15,Well_#17,24,"2,054",153.916,709.873,100,73.867,88.284,"136,258","124,766","180,217","153,361"
17-Jan-15,Well_#17,24,"2,072",157.366,710.786,100,73.404,88.691,"136,993","125,444","181,197","154,536"
18-Jan-15,Well_#17,24,"2,076",154.292,715.762,100,72.8,89.524,"137,722","126,135","182,194","155,710"
19-Jan-15,Well_#17,24,"2,049",158.416,713.256,100,73.39,88.715,"138,438","126,824","183,191","156,885"
20-Jan-15,Well_#17,24,"2,050",159.452,708.805,100,73.805,87.943,"139,162","127,512","184,184","158,059"
21-Jan-15,Well_#17,24,"2,068",155.203,711.454,100,73.552,88.796,"139,882","128,198","185,174","159,233"
22-Jan-15,Well_#17,24,"2,038",159.64,708.268,100,73.195,88.399,"140,592","128,882","186,162","160,349"
23-Jan-15,Well_#17,24,"2,054",153.723,713.798,100,73.134,89.059,"141,311","129,564","187,148","161,509"
24-Jan-15,Well_#17,24,"2,059",157.295,714.258,100,73.307,89.191,"142,024","130,247","188,134","162,666"
25-Jan-15,Well_#17,24,"2,054",159.671,707.259,100,73.595,88.082,"142,741","130,930","189,121","163,824"
26-Jan-15,Well_#17,24,"2,067",157.147,705.816,100,73.424,87.974,"143,458","131,607","190,099","164,983"
27-Jan-15,Well_#17,24,"2,051",156.887,714.003,100,72.799,89.542,"144,174","132,275","191,065","166,119"
28-Jan-15,Well_#17,24,"2,067",157.107,708.46,100,72.916,89.326,"144,883","132,942","192,027","167,254"
29-Jan-15,Well_#17,24,"2,028",153.741,702.865,100,73.718,87.083,"145,597","133,609","192,991","168,350"
30-Jan-15,Well_#17,24,"2,044",156.484,703.659,97.91667,73.633,87.623,"146,321","134,285","193,968","169,570"
31-Jan-15,Well_#17,24,"2,033",157.903,704.733,100,73.318,88.581,"147,044","134,959","194,941","170,749"
01-Feb-15,Well_#17,24,"2,039",153.902,704.09,100,73.567,88.279,"147,762","135,630","195,910","171,898"
02-Feb-15,Well_#17,24,"2,034",155.314,706.623,100,73.512,88.453,"148,479","136,296","196,872","173,032"
03-Feb-15,Well_#17,24,"2,053",156.816,705.015,100,73.666,87.844,"149,182","136,944","197,808","174,190"
04-Feb-15,Well_#17,24,"2,045",156.437,702.896,100,73.579,87.28,"149,884","137,596","198,750","175,336"
05-Feb-15,Well_#17,24,"2,040",158.298,704.725,100,73.304,88.442,"150,585","138,245","199,688","176,476"
06-Feb-15,Well_#17,13.61,"2,041",159.38,17.585,56.38641,74.026,87.662,"151,056","138,690","200,330","177,333"
07-Feb-15,Well_#17,23.08,"2,034",156.467,131.194,89.85743,76.291,83.667,"151,785","139,473","201,461","179,104"
08-Feb-15,Well_#17,24,"2,033",157.619,447.421,100,72.99,89.308,"152,471","140,158","202,451","180,293"
09-Feb-15,Well_#17,24,"2,034",156.419,451.598,100,73.633,88.656,"153,119","140,776","203,342","181,370"
10-Feb-15,Well_#17,24,"2,028",153.939,455.647,100,75.903,88.621,"153,749","141,394","204,235","182,446"
11-Feb-15,Well_#17,24,"2,027",155.774,459.111,100,74.5,88.925,"154,356","141,978","205,080","183,546"
12-Feb-15,Well_#17,24,"2,017",154.955,456.468,100,73.308,88.097,"154,988","142,572","205,937","184,688"
13-Feb-15,Well_#17,24,"2,017",159.504,458.126,100,73.053,88.597,"155,600","143,142","206,760","185,714"
14-Feb-15,Well_#17,24,"2,030",156.519,460.383,100,72.874,88.96,"156,209","143,708","207,578","186,776"
15-Feb-15,Well_#17,24,"2,006",159.845,460.602,100,72.767,89.162,"156,813","144,270","208,390","187,841"
16-Feb-15,Well_#17,24,"2,016",156.037,465.202,100,72.849,89.363,"157,419","144,832","209,202","188,895"
17-Feb-15,Well_#17,24,"1,987",156.098,461.823,100,73.269,89.055,"158,024","145,394","210,013","189,959"
18-Feb-15,Well_#17,24,"2,007",156.749,456.438,100,73.588,87.98,"158,632","145,961","210,833","191,010"
19-Feb-15,Well_#17,24,"1,985",157.365,452.868,100,73.71,87.21,"159,249","146,529","211,653","192,040"
20-Feb-15,Well_#17,24,"1,999",157.998,453.351,100,73.445,88.251,"159,862","147,092","212,466","193,058"
21-Feb-15,Well_#17,24,"2,000",159.438,449.185,100,73.433,87.899,"160,459","147,648","213,270","194,060"
22-Feb-15,Well_#17,24,"1,987",155.196,450.093,100,73.484,88.513,"161,079","148,218","214,093","195,047"
23-Feb-15,Well_#17,24,"1,983",158.096,449.715,100,73.308,88.929,"161,705","148,792","214,922","196,019"
24-Feb-15,Well_#17,24,"1,973",155.32,445.709,100,72.906,89.018,"162,327","149,365","215,749","196,987"
25-Feb-15,Well_#17,24,"1,984",153.9,443.81,100,72.822,89.127,"162,974","149,953","216,598","197,880"
26-Feb-15,Well_#17,24,"1,983",158.912,443.212,100,72.932,89.218,"163,604","150,523","217,422","198,746"
27-Feb-15,Well_#17,24,"1,984",154.303,445.633,100,73.157,89.335,"164,207","151,086","218,235","199,558"
28-Feb-15,Well_#17,24,"1,988",157.462,442.142,100,73.34,88.95,"164,848","151,685","219,100","200,391"
01-Mar-15,Well_#17,23.32,"1,974",155.236,412.932,68.64707,87.135,83.292,"165,377","152,198","219,842","201,078"
02-Mar-15,Well_#17,24,"1,978",154.903,441.427,99.99819,73.941,88.87,"166,022","152,802","220,714","201,957"
03-Mar-15,Well_#17,24,"1,992",155.244,438.356,100,74.669,87.509,"166,668","153,406","221,586","202,841"
04-Mar-15,Well_#17,24,"1,968",159.846,435.469,100,74.259,88.001,"167,309","154,014","222,465","203,718"
05-Mar-15,Well_#17,24,"1,978",154.43,439.328,100,73.741,88.823,"167,954","154,618","223,337","204,583"
06-Mar-15,Well_#17,24,"1,960",156.146,441.26,100,74.024,88.82,"168,591","155,223","224,212","205,438"
07-Mar-15,Well_#17,24,"1,979",154.666,436.179,100,74.756,87.775,"169,227","155,824","225,079","206,282"
08-Mar-15,Well_#17,24,"1,975",154.125,433.153,97.91667,74.626,86.847,"169,862","156,424","225,946","207,080"
09-Mar-15,Well_#17,24,"1,971",158.18,436.215,97.91667,73.921,87.808,"170,451","156,980","226,748","207,853"
10-Mar-15,Well_#17,24,"1,951",154.475,437.112,100,71.526,88.537,"171,051","157,546","227,566","208,645"
11-Mar-15,Well_#17,24,"1,964",159.341,439.751,100,66.415,89.496,"171,676","158,135","228,417","209,453"
12-Mar-15,Well_#17,24,"1,967",159.75,440.608,100,66.517,89.412,"172,297","158,722","229,265","210,277"
13-Mar-15,Well_#17,24,"1,940",158.74,443.736,97.91667,66.157,90.043,"172,915","159,302","230,104","211,084"
14-Mar-15,Well_#17,24,"1,939",158.431,438.762,100,66.912,88.694,"173,530","159,885","230,945","211,889"
15-Mar-15,Well_#17,24,"1,971",154.685,431.549,100,67.374,86.382,"174,144","160,466","231,784","212,687"
16-Mar-15,Well_#17,24,"1,970",159.135,429.273,100,67.466,85.908,"174,760","161,046","232,622","213,473"
17-Mar-15,Well_#17,24,"1,936",154.52,432.008,100,66.624,87.534,"175,367","161,623","233,456","214,252"
18-Mar-15,Well_#17,24,"1,930",156.498,442.16,100,65.778,89.595,"175,987","162,204","234,295","215,036"
19-Mar-15,Well_#17,24,"1,965",155.956,439.469,100,66.441,89.356,"176,606","162,786","235,135","215,818"
20-Mar-15,Well_#17,24,"1,932",155.911,434.488,100,67.115,88.507,"177,228","163,370","235,979","216,594"
21-Mar-15,Well_#17,24,"1,938",158.229,434.212,100,67.245,88.213,"177,843","163,952","236,820","217,364"
22-Mar-15,Well_#17,23.17,"1,925",157.205,433.696,90.67177,70.16,87.662,"178,384","164,469","237,567","218,108"
23-Mar-15,Well_#17,24,"1,939",157.599,438.931,100,68.528,88.377,"178,989","165,033","238,382","218,876"
24-Mar-15,Well_#17,24,"1,925",156.518,435.293,100,71.127,87.893,"179,591","165,605","239,207","219,627"
25-Mar-15,Well_#17,24,"1,925",156.804,439.982,100,66.186,89.565,"180,212","166,187","240,047","220,411"
26-Mar-15,Well_#17,24,"1,921",159.29,436.275,100,66.048,89.831,"180,827","166,760","240,875","221,170"
27-Mar-15,Well_#17,24,"1,932",159.36,436.732,100,65.748,89.941,"181,446","167,331","241,701","221,920"
28-Mar-15,Well_#17,24,"1,931",159.489,435.794,100,66.316,89.682,"182,046","167,891","242,509","222,652"
29-Mar-15,Well_#17,24,"1,946",154.848,432.291,100,66.762,89.196,"182,648","168,451","243,318","223,357"
30-Mar-15,Well_#17,24,"1,934",155.52,428.456,100,67.045,87.77,"183,247","169,009","244,123","224,072"
31-Mar-15,Well_#17,24,"1,927",158.439,538.683,100,66.875,87.339,"183,847","169,565","244,928","224,747"
01-Apr-15,Well_#17,24,"1,919",153.911,726.133,100,66.618,88.004,"184,440","170,119","245,728","225,436"
02-Apr-15,Well_#17,24,"1,920",158.317,722.325,99.94536,67.343,87.753,"185,026","170,671","246,525","226,170"
03-Apr-15,Well_#17,24,"1,908",158.993,722.315,100,66.865,88.085,"185,648","171,247","247,357","226,903"
04-Apr-15,Well_#17,24,"1,915",153.765,724.183,100,66.816,88.032,"186,192","171,801","248,157","227,624"
05-Apr-15,Well_#17,24,"1,895",156.212,727.705,100,66.821,88.776,"186,737","172,354","248,956","228,348"
06-Apr-15,Well_#17,24,"1,896",159.693,725.284,100,67.859,87.547,"187,329","172,945","249,809","229,106"
07-Apr-15,Well_#17,19.5,"1,922",158.955,710.594,77.57303,73.992,85.118,"187,833","173,427","250,505","229,767"
08-Apr-15,Well_#17,24,"1,923",158.255,708.733,89.98931,74.762,87.144,"188,416","173,994","251,324","230,504"
09-Apr-15,Well_#17,24,"1,916",157.422,729.952,99.99895,67.876,88.674,"189,039","174,658","252,284","231,323"
10-Apr-15,Well_#17,24,"1,899",154.418,735.185,100,67.835,88.977,"189,669","175,319","253,239","232,104"
11-Apr-15,Well_#17,23.5,"1,891",157.825,731.816,94.02166,70.69,87.953,"190,271","175,948","254,147","232,751"
12-Apr-15,Well_#17,24,"1,916",154.254,735.598,99.99372,69.327,88.483,"190,876","176,530","254,988","233,402"
13-Apr-15,Well_#17,24,"1,885",157.45,734.339,100,69.823,89.082,"191,503","177,121","255,841","234,053"
14-Apr-15,Well_#17,24,"1,905",154.759,724.55,100,70.566,88.59,"192,138","177,713","256,696","234,716"
15-Apr-15,Well_#17,24,"1,897",157.895,718.743,100,68.829,88.713,"192,725","178,269","257,500","235,383"
16-Apr-15,Well_#17,24,"1,880",159.854,716.352,100,68.273,88.563,"193,303","178,820","258,296","236,044"
17-Apr-15,Well_#17,24,"1,883",155.802,710.226,100,68.599,87.515,"193,866","179,358","259,072","236,709"
